pair_id,pair_index,drugbank_id,uniprot_id,affinity_pred_value,affinity_probability_binary,affinity_pred_value1,affinity_probability_binary1,affinity_pred_value2,affinity_probability_binary2,confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,confidence_tier,affinity_tier
0_A0A045ISB3_DB06083,0,DB06083,A0A045ISB3,0.804810643196106,0.5207952260971069,0.7640451788902283,0.6922973990440369,0.8455760478973389,0.3492931127548218,0.8902028203010559,0.948458194732666,0.9048128128051758,0.9048128128051758,0.0,0.8865503072738647,0.7941269278526306,0.46335017681121826,1.2625739574432373,medium_confidence,medium_affinity
2_A0A045ISB3_DB08995,2,DB08995,A0A045ISB3,0.43180400133132935,0.5647006034851074,1.0888707637786865,0.7148749232292175,-0.22526273131370544,0.4145263433456421,0.8900672793388367,0.9395968914031982,0.9136745929718018,0.9136745929718018,0.0,0.8841655254364014,0.7878143787384033,0.49239298701286316,1.0622215270996094,medium_confidence,medium_affinity
3_A0A045ISB3_DB11085,3,DB11085,A0A045ISB3,1.4258952140808105,0.5892143845558167,1.4072481393814087,0.7940639853477478,1.4445421695709229,0.3843647539615631,0.8669937252998352,0.9395207166671753,0.8929263353347778,0.8929263353347778,0.0,0.860510528087616,0.7823708057403564,0.5037458539009094,1.7771052122116089,medium_confidence,medium_affinity
4_A0A045ISB3_DB11259,4,DB11259,A0A045ISB3,1.32058584690094,0.5559024214744568,1.671741008758545,0.5640319585800171,0.969430685043335,0.5477728843688965,0.8832206130027771,0.9294641613960266,0.9105409383773804,0.9105409383773804,0.0,0.8763905167579651,0.7966090440750122,0.5644104480743408,1.498068928718567,medium_confidence,medium_affinity
5_A0A045ISB3_DB11263,5,DB11263,A0A045ISB3,1.2367899417877197,0.5338990688323975,1.6818042993545532,0.6998682618141174,0.7917754650115967,0.36792993545532227,0.879368007183075,0.9511405825614929,0.9334582686424255,0.9334582686424255,0.0,0.8658455014228821,0.7459989190101624,0.4336952567100525,0.9026147127151489,medium_confidence,medium_affinity
6_A0A045ISB3_DB11672,6,DB11672,A0A045ISB3,1.2541091442108154,0.5820015668869019,1.3693424463272095,0.8237445950508118,1.1388757228851318,0.34025856852531433,0.8210386633872986,0.9050607085227966,0.8354672789573669,0.8354672789573669,0.0,0.8174314498901367,0.62226402759552,0.6684843897819519,1.8818987607955933,medium_confidence,medium_affinity
8_A0A072ZLE6_DB00205,8,DB00205,A0A072ZLE6,1.047745943069458,0.5783864259719849,0.24841544032096863,0.7338952422142029,1.847076416015625,0.42287760972976685,0.8321294188499451,0.9251842498779297,0.9662699103355408,0.9662699103355408,0.0,0.7985942959785461,0.8312508463859558,0.4322097897529602,0.818002462387085,medium_confidence,medium_affinity
31_A0A0C7ACN7_DB00401,31,DB00401,A0A0C7ACN7,1.3340933322906494,0.5294831991195679,0.9998478889465332,0.6648873686790466,1.668338656425476,0.3940790891647339,0.8978158831596375,0.9650648236274719,0.8733419179916382,0.8733419179916382,0.0,0.9039343595504761,0.6261096596717834,0.5133260488510132,2.0169339179992676,medium_confidence,medium_affinity
32_A0A0C7ACN7_DB00461,32,DB00461,A0A0C7ACN7,0.5882766842842102,0.6171718835830688,0.9983398914337158,0.5682621598243713,0.17821349203586578,0.6660815477371216,0.9569520950317383,0.9742079973220825,0.9510064125061035,0.9510064125061035,0.0,0.958438515663147,0.9099494814872742,0.3759672939777374,1.089191198348999,medium_confidence,medium_affinity
33_A0A0C7ACN7_DB00499,33,DB00499,A0A0C7ACN7,0.4793590009212494,0.5544537901878357,1.0089629888534546,0.5990971326828003,-0.050244975835084915,0.5098104476928711,0.9369766116142273,0.9720642566680908,0.9274531006813049,0.9274531006813049,0.0,0.9393575191497803,0.7846084237098694,0.3952445387840271,1.1652883291244507,medium_confidence,medium_affinity
36_A0A0C7ACN7_DB00600,36,DB00600,A0A0C7ACN7,1.2442724704742432,0.6895568370819092,0.9996291399002075,0.8127261996269226,1.4889156818389893,0.566387414932251,0.9389937520027161,0.9708673357963562,0.9330419301986694,0.9330419301986694,0.0,0.9404817223548889,0.777454674243927,0.39064010977745056,1.3333017826080322,medium_confidence,medium_affinity
48_A0A0C7ACN7_DB01115,48,DB01115,A0A0C7ACN7,1.3529272079467773,0.5860713124275208,1.0798425674438477,0.8164671659469604,1.6260117292404175,0.35567548871040344,0.8989438414573669,0.9635964035987854,0.8644673824310303,0.8644673824310303,0.0,0.9075629115104675,0.6590163111686707,0.5647690296173096,2.6183764934539795,medium_confidence,medium_affinity
67_A0A0C7ACN7_DB11672,67,DB11672,A0A0C7ACN7,1.0205731391906738,0.5820035934448242,1.028787612915039,0.7120417356491089,1.012358546257019,0.45196545124053955,0.929202675819397,0.9773154854774475,0.9569758176803589,0.9569758176803589,0.0,0.9222593307495117,0.7417553663253784,0.3548925518989563,0.8134995102882385,medium_confidence,medium_affinity
71_A0A0C7ACN7_DB14020,71,DB14020,A0A0C7ACN7,0.8225175142288208,0.6840814352035522,0.08492966741323471,0.7884294390678406,1.560105323791504,0.5797334313392639,0.956038773059845,0.9764733910560608,0.9611349105834961,0.9611349105834961,0.0,0.954764723777771,0.9051883816719055,0.3445837199687958,0.8532723188400269,medium_confidence,medium_affinity
72_A0A0C7ACN7_DB14176,72,DB14176,A0A0C7ACN7,1.7097277641296387,0.6110333800315857,1.9253431558609009,0.6904380917549133,1.494112253189087,0.5316286683082581,0.9532473683357239,0.9726972579956055,0.9522002935409546,0.9522002935409546,0.0,0.9535091519355774,0.8794116377830505,0.3705468773841858,1.0153738260269165,medium_confidence,medium_affinity
77_A0A0E7NXW5_DB00121,77,DB00121,A0A0E7NXW5,-0.7360600233078003,0.9719271063804626,-0.5311455726623535,0.9996886253356934,-0.9409745335578918,0.9441655874252319,0.9792179465293884,0.9580616354942322,0.9886056184768677,0.9886056184768677,0.0,0.9768710136413574,0.9730991721153259,0.3159012496471405,0.36008915305137634,high_confidence,medium_affinity
78_A0A0E7NXW5_DB00157,78,DB00157,A0A0E7NXW5,1.1539987325668335,0.661205530166626,1.0034348964691162,0.8074422478675842,1.3045625686645508,0.514968752861023,0.9745745062828064,0.9573989510536194,0.9771292209625244,0.9771292209625244,0.0,0.9739358425140381,0.9613657593727112,0.35835325717926025,0.5341449975967407,medium_confidence,medium_affinity
87_A0A1D8D5K2_DB00188,87,DB00188,A0A1D8D5K2,-0.34286823868751526,0.8034586906433105,-0.7461857199668884,0.9254370331764221,0.060449227690696716,0.681480348110199,0.7682414054870605,0.498168021440506,0.7115444540977478,0.7115444540977478,0.0,0.7824156284332275,0.7515899538993835,1.4147840738296509,15.28345012664795,high_confidence,medium_affinity
88_A0AVT1_DB00118,88,DB00118,A0AVT1,1.5800203084945679,0.7193885445594788,1.1268787384033203,0.8376795053482056,2.0331618785858154,0.601097583770752,0.9079826474189758,0.8966856598854065,0.9597631096839905,0.9597631096839905,0.0,0.8950375318527222,0.8817476034164429,0.5648163557052612,1.3682841062545776,high_confidence,medium_affinity
89_A0AVT1_DB00157,89,DB00157,A0AVT1,0.7607716917991638,0.7216036915779114,0.7386941909790039,0.8619768619537354,0.7828491926193237,0.5812305212020874,0.9163990020751953,0.8939534425735474,0.9715820550918579,0.9715820550918579,0.0,0.902603268623352,0.8993950486183167,0.5677255988121033,1.1714186668395996,high_confidence,medium_affinity
90_A0AVT1_DB00194,90,DB00194,A0AVT1,0.44534581899642944,0.8495515584945679,0.534827470779419,0.9091033935546875,0.35586419701576233,0.7899997234344482,0.9196463823318481,0.8937278389930725,0.9909372925758362,0.9909372925758362,0.0,0.9018236398696899,0.9182712435722351,0.5421047210693359,0.6441776156425476,high_confidence,medium_affinity
91_A0AVT1_DB00640,91,DB00640,A0AVT1,0.4229770004749298,0.8371186852455139,0.4616526961326599,0.8925467729568481,0.3843013048171997,0.7816905975341797,0.9175182580947876,0.8981371521949768,0.9920428395271301,0.9920428395271301,0.0,0.898887038230896,0.9159866571426392,0.49725341796875,0.6055570840835571,high_confidence,medium_affinity
92_A0AVT1_DB01073,92,DB01073,A0AVT1,0.3655567169189453,0.845580518245697,0.31490522623062134,0.8697425723075867,0.4162082076072693,0.8214184641838074,0.9180421829223633,0.8946008682250977,0.9914757609367371,0.9914757609367371,0.0,0.8996837735176086,0.9162877202033997,0.5327497124671936,0.6250433325767517,high_confidence,medium_affinity
93_A0AVT1_DB01280,93,DB01280,A0AVT1,1.8052326440811157,0.5242562890052795,2.0070619583129883,0.5548055171966553,1.6034033298492432,0.4937070310115814,0.9174913763999939,0.8943966627120972,0.9883185029029846,0.9883185029029846,0.0,0.899784505367279,0.9131221175193787,0.5427819490432739,0.7447505593299866,medium_confidence,medium_affinity
99_A0QNE0_DB01051,99,DB01051,A0QNE0,-1.0552375316619873,0.8234659433364868,-0.769188642501831,0.9112660884857178,-1.341286301612854,0.7356658577919006,0.8229576945304871,0.7754011750221252,0.9295831918716431,0.9295831918716431,0.0,0.7963013052940369,0.7235902547836304,0.9035392999649048,2.544437885284424,high_confidence,medium_affinity
116_A0ZX81_DB01606,116,DB01606,A0ZX81,-0.7508145570755005,0.7967467308044434,-1.0104131698608398,0.9093160629272461,-0.4912160038948059,0.6841774582862854,0.9536120295524597,0.9472671151161194,0.9656859636306763,0.9656859636306763,0.0,0.9505935311317444,0.8757753968238831,0.33971038460731506,0.523014485836029,high_confidence,medium_affinity
117_A0ZX81_DB09324,117,DB09324,A0ZX81,1.003272533416748,0.7053061723709106,0.866595447063446,0.7500627636909485,1.1399495601654053,0.660549521446228,0.9503759741783142,0.9602989554405212,0.978922426700592,0.978922426700592,0.0,0.9432393312454224,0.8577554225921631,0.3109230697154999,0.4446021318435669,high_confidence,medium_affinity
119_A0ZX81_DB18716,119,DB18716,A0ZX81,0.4398547410964966,0.624858021736145,0.820977509021759,0.7388902306556702,0.05873199552297592,0.5108258128166199,0.9430327415466309,0.9646543860435486,0.9620086550712585,0.9620086550712585,0.0,0.9382888078689575,0.8580096960067749,0.3158577084541321,0.5101822018623352,medium_confidence,medium_affinity
120_A1E3K9_DB00739,120,DB00739,A1E3K9,0.7620977163314819,0.5913399457931519,1.347572922706604,0.476024866104126,0.1766224503517151,0.706654965877533,0.9242062568664551,0.9070485234260559,0.93766850233078,0.93766850233078,0.0,0.9208406805992126,0.8927850723266602,0.4917670488357544,0.8542948365211487,medium_confidence,medium_affinity
121_A1E3K9_DB01000,121,DB01000,A1E3K9,0.2437826246023178,0.7961462736129761,0.031124889850616455,0.8291667699813843,0.45644035935401917,0.7631257176399231,0.9381877779960632,0.9129120707511902,0.980627715587616,0.980627715587616,0.0,0.927577793598175,0.9431582093238831,0.4572144150733948,0.4889519214630127,high_confidence,medium_affinity
122_A1E3K9_DB01053,122,DB01053,A1E3K9,0.09697332233190536,0.9130809307098389,0.18948139250278473,0.8833171129226685,0.004465252161026001,0.9428446888923645,0.9365367889404297,0.9114872217178345,0.973251461982727,0.973251461982727,0.0,0.9273581504821777,0.9325483441352844,0.4684082567691803,0.5334111452102661,high_confidence,medium_affinity
123_A1E3K9_DB01163,123,DB01163,A1E3K9,0.8070060014724731,0.6978002190589905,1.3625671863555908,0.6802612543106079,0.2514447569847107,0.715339183807373,0.9393455386161804,0.9147675633430481,0.9741896986961365,0.9741896986961365,0.0,0.9306345582008362,0.9158000349998474,0.3990866541862488,0.5106329321861267,medium_confidence,medium_affinity
124_A1E3K9_DB01606,124,DB01606,A1E3K9,-0.7613037824630737,0.8195112943649292,-1.0270142555236816,0.917271077632904,-0.4955933690071106,0.7217515110969543,0.9409381747245789,0.9064860939979553,0.963904857635498,0.963904857635498,0.0,0.9351965188980103,0.9254430532455444,0.42826560139656067,0.5755329728126526,high_confidence,medium_affinity
125_A1E3K9_DB09324,125,DB09324,A1E3K9,0.5770665407180786,0.7988240122795105,0.41980212926864624,0.8461476564407349,0.7343310117721558,0.7515003681182861,0.9436454772949219,0.9044062495231628,0.9752678871154785,0.9752678871154785,0.0,0.9357398748397827,0.9458420872688293,0.43536707758903503,0.5610119104385376,high_confidence,medium_affinity
127_A1E3K9_DB18716,127,DB18716,A1E3K9,0.3102756142616272,0.7040053009986877,0.5914356708526611,0.8303686380386353,0.029115555807948112,0.5776419639587402,0.9287253618240356,0.9137583374977112,0.9663557410240173,0.9663557410240173,0.0,0.9193177223205566,0.9044519066810608,0.4369678497314453,0.5602663159370422,high_confidence,medium_affinity
131_A1Z199_DB04868,131,DB04868,A1Z199,0.43889039754867554,0.530758261680603,0.3274204432964325,0.7656317353248596,0.5503603219985962,0.29588472843170166,0.6205955743789673,0.892467737197876,0.8155388832092285,0.8155388832092285,0.0,0.5718597173690796,0.5053987503051758,0.5178502202033997,1.1631063222885132,medium_confidence,medium_affinity
138_A1Z1Q3_DB00157,138,DB00157,A1Z1Q3,1.8938549757003784,0.6224814653396606,1.6898677349090576,0.6790226101875305,2.097842216491699,0.5659403800964355,0.7299270629882812,0.7319309115409851,0.9818956851959229,0.9818956851959229,0.0,0.6669349074363708,0.8168908953666687,1.4344713687896729,1.7605791091918945,medium_confidence,medium_affinity
140_A1Z1Q3_DB00242,140,DB00242,A1Z1Q3,1.8008192777633667,0.6197081804275513,2.087160110473633,0.7970343232154846,1.5144784450531006,0.44238200783729553,0.7358245253562927,0.7306724190711975,0.97524493932724,0.97524493932724,0.0,0.6759694218635559,0.7862854599952698,1.6853729486465454,2.176619291305542,medium_confidence,medium_affinity
